Lone Revenant,외로운 망령,생물 — 신령,"방호 #(이 생물은 상대가 조종하는 주문이나 능력의 목표로 정해질 수 없다.)#
외로운 망령이 플레이어에게 전투피해를 입힐 때마다, 당신이 다른 생물을 조종하지 않는다면, 당신의 서고 맨 위의 카드 네 장을 본다. 그 중 한 장을 당신의 손으로 가져가고 나머지 카드들은 당신의 서고 맨 밑에 원하는 순서로 놓는다."
Lunar Mystic,달의 신비주의자,생물 — 인간 마법사,"당신이 순간마법 주문을 발동할 때마다, 당신은 {1}를 지불할 수 있다. 그렇게 한다면, 카드 한 장을 뽑는다."
Maalfeld Twins,마알펠드 쌍둥이,생물 — 좀비,"마알펠드 쌍둥이가 죽을 때, 2/2 흑색 좀비 생물 토큰 두 개를 전장에 놓는다."
Mad Prophet,미친 예언자,생물 — 인간 주술사,"신속
{T}, 카드 한 장을 버린다: 카드 한 장을 뽑는다."
Malicious Intent,악의,부여마법 — 마법진,"생물에게 부여
부여된 생물은 ""{T}: 생물 한 개를 목표로 정한다. 그 생물은 이 턴에 방어할 수 없다.""라는 능력을 가진다."
Malignus,악심령,생물 — 정령 신령,"악심령의 공격력과 방어력은 상대 중 생명 총점이 가장 높은 상대의 생명점의 절반을 반올림한 숫자와 같다.
악심령이 입히려고 하는 피해는 방지될 수 없다."
Marrow Bats,골수 박쥐,생물 — 박쥐 해골,"비행
생명 4점을 지불한다: 골수 박쥐를 재생한다."
Mass Appeal,대중의 관심,집중마법,당신이 조종하는 인간 지속물 한 개당 카드 한 장을 뽑는다.
Mental Agony,마음의 고통,집중마법,플레이어 한 명을 목표로 정한다. 그 플레이어는 카드 두 장을 버리고 생명 2점을 잃는다.
Midnight Duelist,심야의 결투사,생물 — 인간 병사,흡혈귀로부터 보호
Midvast Protector,미드배스트 보호자,생물 — 인간 마법사,"미드배스트 보호자가 전장에 들어올 때, 당신이 조종하는 생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 당신이 선택한 색으로부터 보호 능력을 얻는다."
Mist Raven,안개 갈가마귀,생물 — 조류,"비행
안개 갈가마귀가 전장에 들어올 때, 생물 한 개를 목표로 정한다. 그 생물을 소유자의 손으로 되돌린다."
Misthollow Griffin,미스트할로우 그리핀,생물 — 그리핀,"비행
당신은 미스트할로우 그리핀을 추방 영역으로부터 발동할 수 있다."
Moonlight Geist,달빛 심령,생물 — 신령,"비행
{3}{W}: 이 턴에 달빛 심령이 입히려고 하거나 입으려고 하는 모든 전투피해를 방지한다."
Moonsilver Spear,은달빛 창,마법물체 — 장비,"장착된 생물은 선제공격 능력을 가진다.
장착된 생물이 공격할 때마다, 비행 능력을 가진 4/4 백색 천사 생물 토큰 한 개를 전장에 놓는다.
장착 {4}"
Moorland Inquisitor,황야의 이단심문관,생물 — 인간 병사,{2}{W}: 황야의 이단심문관은 턴종료까지 선제공격 능력을 얻는다.
Mountain,산,기본 대지 — 산,
Narstad Scrapper,나르스타드 싸움꾼,마법물체 생물 — 자동기계,{2}: 나르스타드 싸움꾼은 턴종료까지 +1/+0을 받는다.
Natural End,자연사,순간마법,마법물체 한 개나 부여마법 한 개를 목표로 정한다. 그 지속물을 파괴한다. 당신은 생명 3점을 얻는다.
Nearheath Pilgrim,니어히스 순례자,생물 — 인간 성직자,"영혼결속 #(이 생물이 전장에 들어올 때, 당신은 이 생물을 짝이 없는 생물과 짝지을 수 있다. 그 생물들은 당신이 두 생물 모두를 조종하는 한 짝으로 남는다.)# 
니어히스 순례자가 다른 생물과 짝을 이루는 한, 두 생물 모두 생명연결 능력을 가진다."
Necrobite,시체의 깨물기,순간마법,"생물을 목표로 정한다. 그 생물은 턴종료까지 치명타를 얻는다. 그 생물을 재생한다. #(이 턴에 다음으로 그 생물이 파괴되어야 할 경우에 그 생물은 파괴되지 않는다. 대신 그 생물을 탭하고 전투에서 제거하며, 그 생물로부터 모든 피해를 제거한다. 치명타를 가진 생물에게 피해를 입은 생물은 입은 피해의 양에 상관없이 파괴된다.)#"
Nephalia Smuggler,네팔리아 밀수꾼,생물 — 인간 도적,"{3}{U}, {T}: 당신이 조종하는 다른 생물 한 개를 목표로 정한다. 그 생물을 추방한 후 당신의 조종하에 전장으로 되돌린다."
Nettle Swine,쐐기풀 돼지,생물 — 멧돼지,
Nightshade Peddler,나이트셰이드 행상,생물 — 인간 드루이드,"영혼결속 #(이 생물이 전장에 들어올 때, 당신은 이 생물을 짝이 없는 생물과 짝지을 수 있다. 그 생물들은 당신이 두 생물 모두를 조종하는 한 짝으로 남는다.)#
나이트셰이드 행상이 다른 생물과 짝을 이루는 한, 두 생물 모두 치명타 능력을 가진다."
Otherworld Atlas,이계의 지도,마법물체,"{T}: 이계의 지도에 충전 카운터 한 개를 올려놓는다.
{T}: 각 플레이어는 이계의 지도에 올려진 충전 카운터 한 개당 카드 한 장을 뽑는다."
Outwit,한 수 앞서서,순간마법,플레이어를 목표로 하는 주문 한 개를 목표로 정한다. 그 주문을 무효화한다.
Pathbreaker Wurm,파괴개척자 웜,생물 — 웜,"영혼결속 #(이 생물이 전장에 들어올 때, 당신은 이 생물을 짝이 없는 생물과 짝지을 수 있다. 그 생물들은 당신이 두 생물 모두를 조종하는 한 짝으로 남는다.)#
파괴개척자 웜이 다른 생물과 짝을 이루는 한, 두 생물 모두 돌진 능력을 가진다."
Peel from Reality,실체 격리,순간마법,당신이 조종하는 생물과 당신이 조종하지 않는 생물을 목표로 정한다. 그 생물들을 소유자의 손으로 되돌린다.
Pillar of Flame,불꽃 기둥,집중마법,"생물 한 개 또는 플레이어 한 명을 목표로 정한다. 불꽃 기둥은 그 목표에게 피해 2점을 입힌다. 이 턴에 이렇게 피해를 입은 생물이 죽으려고 하면, 대신에 그 생물을 추방한다."
Plains,들,기본 대지 — 들,
Polluted Dead,오염된 시체,생물 — 좀비,"오염된 시체가 죽을 때, 대지 한 개를 목표로 정한다. 그 대지를 파괴한다."
Predator's Gambit,포식자의 술수,부여마법 — 마법진,"생물에게 부여
부여된 생물은 +2/+1을 받는다.
조종자가 다른 생물을 조종하지 않는 한, 부여된 생물은 위협 능력을 얻는다. &gt; #(이 생물은 마법물체 생물 및/또는 자신과 색을 공유하는 생물에게만 방어될 수 있다.)#"
Primal Surge,원초적 격동,집중마법,"당신의 서고 맨 위의 카드를 추방한다. 그 카드가 지속물 카드라면 당신은 그 카드를 전장에 놓을 수 있다. 이렇게 할 경우, 이 과정을 반복한다."
Raging Poltergeist,분노한 폴터가이스트,생물 — 신령,
Rain of Thorns,가시의 비,집중마법,하나 이상을 선택한다 — 마법물체 한 개를 목표로 정한다. 그 마법물체를 파괴한다; 부여마법 한 개를 목표로 정한다. 그 부여마법을 파괴한다; 및/또는 대지 한 개를 목표로 정한다. 그 대지를 파괴한다.
Reforge the Soul,영혼의 재단련,집중마법,"각 플레이어는 자신의 손을 버리고 카드 일곱 장을 뽑는다.
기적 {1}{R} #(당신이 이 카드를 뽑을 때, 이 카드가 당신이 이번 턴에 뽑은 첫 번째 카드라면 당신은 기적 비용을 지불하고 이 카드를 발동할 수 있다.)#"
Renegade Demon,변절한 악마,생물 — 악마,
Restoration Angel,복원의 천사,생물 — 천사,"섬광
비행
복원의 천사가 전장에 들어올 때, 당신이 조종하는 생물 중 천사가 아닌 생물 한 개를 목표로 정한다. 당신은 그 생물을 추방한 후 당신의 조종하에 전장에 되돌릴 수 있다."
Revenge of the Hunted,사냥감의 복수,집중마법,"생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +6/+6을 받고 돌진 능력을 얻는다. 이 턴에 그 생물을 방어할 수 있는 모든 생물은 그 생물을 방어한다.
기적 {G} #(당신이 이 카드를 뽑을 때, 이 카드가 당신이 이번 턴에 뽑은 첫 번째 카드라면 당신은 기적 비용을 지불하고 이 카드를 발동할 수 있다.)#"
Riders of Gavony,가보니의 기수들,생물 — 인간 기사,"경계
가보니의 기수들이 전장에 들어올 때, 생물 유형 한 가지를 선택한다.
당신이 조종하는 인간 생물들은 선택된 생물 유형으로부터 보호 능력을 가진다."
Righteous Blow,정의로운 일격,순간마법,공격생물이나 방어생물 한 개를 목표로 정한다. 정의로운 일격은 그 생물에게 피해 2점을 입힌다.
Riot Ringleader,폭동 주모자,생물 — 인간 전사,"폭동 주모자가 공격할 때마다, 당신이 조종하는 인간 생물들은 턴종료까지 +1/+0을 받는다."
Rite of Ruin,파괴의 의식,집중마법,"마법물체, 생물, 대지의 순서를 정한다. 각 플레이어는 첫 번째 유형의 지속물 한 개, 두 번째 유형의 지속물 두 개, 세 번째 유형의 지속물 세 개를 희생한다."
Rotcrown Ghoul,썩은 왕관의 악귀,생물 — 좀비,"썩은 왕관의 악귀가 죽을 때, 플레이어 한 명을 목표로 정한다. 그 플레이어는 자신의 서고 맨 위의 카드 다섯 장을 자신의 무덤에 넣는다."
Rush of Blood,끓어오르는 피,순간마법,생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +X/+0을 받는다. X는 그 생물의 공격력이다.
Scalding Devil,뜨거운 악령,생물 — 악령,{2}{R}: 플레이어 한 명을 목표로 정한다. 뜨거운 악령은 그 플레이어에게 피해 1점을 입힌다.
Scrapskin Drake,누더기피부 드레이크,생물 — 좀비 드레이크,"비행 #(이 생물은 비행이나 대공을 가진 생물에만 방어될 수 있다.)# 
누더기피부 드레이크는 비행을 가진 생물만 방어할 수 있다."
Scroll of Avacyn,아바신의 두루마리,마법물체,"{1}, 아바신의 두루마리를 희생한다: 카드 한 장을 뽑는다. 당신이 천사를 조종한다면, 당신은 생명 5점을 얻는다."
Scroll of Griselbrand,그리즐브랜드의 두루마리,마법물체,"{1}, 그리즐브랜드의 두루마리를 희생한다: 상대 한 명을 목표로 정한다. 그 플레이어는 카드 한 장을 버린다. 당신이 악마를 조종한다면, 그 플레이어는 생명 3점을 잃는다."
Searchlight Geist,탐조등 심령,생물 — 신령,"비행
{3}{B}: 탐조등 심령은 턴종료까지 치명타 능력을 얻는다. #(이 생물에게 피해를 입은 생물은 입은 피해의 양에 상관없이 파괴된다.)#"
Second Guess,넘겨 짚기,순간마법,이 턴에 발동된 두 번째 주문을 목표로 정한다. 그 주문을 무효화한다.
Seraph of Dawn,여명의 치품천사,생물 — 천사,"비행
생명연결 #(이 생물이 피해를 입히면, 이 생물의 조종자는 그 피해만큼의 생명점을 얻는다.)#"
Seraph Sanctuary,치품천사의 성역,대지,"치품천사의 성역이 전장에 들어올 때, 당신은 생명 1점을 얻는다.
천사 지속물이 당신의 조종하에 전장에 들어올 때마다, 당신은 생명 1점을 얻는다.
{T}: 당신의 마나풀에 {1}를 담는다."
Sheltering Word,보호의 진언,순간마법,당신이 조종하는 생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 방호 능력을 얻는다. 당신은 그 생물의 방어력만큼의 생명점을 얻는다. #(방호 능력을 가진 생물은 상대가 조종하는 주문이나 능력의 목표로 정해질 수 없다.)#
"Sigarda, Host of Herons",왜가리의 주인 시가르다,전설적 생물 — 천사,"비행, 방호
당신은 상대가 조종하는 주문이나 능력에 의해 지속물을 희생할 수 없다."
Silverblade Paladin,은빛 칼날의 성기사,생물 — 인간 기사,"영혼결속 #(이 생물이 전장에 들어올 때, 당신은 이 생물을 짝이 없는 생물과 짝지을 수 있다. 그 생물들은 당신이 두 생물 모두를 조종하는 한 짝으로 남는다.)# 
은빛 칼날의 성기사가 다른 생물과 짝을 이루는 한, 두 생물 모두 이단공격 능력을 가진다."
Slayers' Stronghold,퇴치사의 성채,대지,"{T}: {C}를 당신의 마나풀에 담는다.
{R}{W}, {T}: 생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +2/+0을 받고 경계와 신속 능력을 얻는다."
Snare the Skies,하늘의 덫,순간마법,생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +1/+1을 받고 대공 능력을 얻는다. #(그 생물은 비행 능력을 가진 생물을 방어할 수 있다.)#
Somberwald Sage,솜버왈드 현자,생물 — 인간 드루이드,{T}: 당신의 마나풀에 원하는 한 가지 색의 마나 세 개를 담는다. 이 마나는 생물 주문을 발동하는 데에만 사용할 수 있다.
Somberwald Vigilante,솜버왈드 자경단원,생물 — 인간 전사,"솜버왈드 자경단원이 생물에게 방어될 때마다, 솜버왈드 자경단원은 그 생물에게 피해 1점을 입힌다."
Soul of the Harvest,수확의 영혼,생물 — 정령,"돌진
토큰이 아닌 다른 생물이 당신의 조종하에 전장에 들어올 때마다, 당신은 카드 한 장을 뽑을 수 있다."
Soulcage Fiend,영혼철창 마귀,생물 — 악마,"영혼철창 마귀가 죽을 때, 각 플레이어는 생명 3점을 잃는다."
Spectral Gateguards,유령 문지기,생물 — 신령 병사,"영혼결속 #(이 생물이 전장에 들어올 때, 당신은 이 생물을 짝이 없는 생물과 짝지을 수 있다. 그 생물들은 당신이 두 생물 모두를 조종하는 한 짝으로 남는다.)# 
유령 문지기가 다른 생물과 짝을 이루는 한, 두 생물 모두 경계 능력을 가진다."
Spectral Prison,무형의 감옥,부여마법 — 마법진,"생물에게 부여
부여된 생물은 조종자의 언탭단에 언탭되지 않는다.
부여된 생물이 주문의 목표로 정해질 때, 무형의 감옥을 희생한다."
